SampleID,Tissues,Description,EXTEND Scores
GTEX-12BJ1-1426-SM-5BC5Q,Esophagus_Muscularis,Esophagus_Muscularis,0.280715586
GTEX-12C56-1126-SM-5FQTO,Esophagus_Muscularis,Esophagus_Muscularis,0.283131868
GTEX-ZA64-0526-SM-5HL9I,Esophagus_Muscularis,Esophagus_Muscularis,0.285825716
GTEX-14PJ4-1426-SM-69LO6,Esophagus_Muscularis,Esophagus_Muscularis,0.286019012
GTEX-144GM-1526-SM-79OJM,Esophagus_Muscularis,Esophagus_Muscularis,0.292976066
GTEX-TKQ2-1226-SM-4DXSV,Esophagus_Muscularis,Esophagus_Muscularis,0.292995013
GTEX-13OVJ-1326-SM-5K7Z9,Esophagus_Muscularis,Esophagus_Muscularis,0.295372648
GTEX-14C38-2226-SM-793AW,Esophagus_Muscularis,Esophagus_Muscularis,0.297251442
GTEX-ZZPU-1826-SM-5E43L,Esophagus_Muscularis,Esophagus_Muscularis,0.299384873
GTEX-14E6C-0926-SM-5S2V9,Esophagus_Muscularis,Esophagus_Muscularis,0.301169717
GTEX-13PVQ-1826-SM-5L3GU,Esophagus_Muscularis,Esophagus_Muscularis,0.301406707
GTEX-11TUW-1226-SM-5GU7C,Esophagus_Muscularis,Esophagus_Muscularis,0.303816395
GTEX-14BMU-0826-SM-73KZ8,Esophagus_Muscularis,Esophagus_Muscularis,0.30478047
GTEX-QEL4-1526-SM-447AB,Esophagus_Muscularis,Esophagus_Muscularis,0.305498048
GTEX-R55C-0726-SM-48FCN,Esophagus_Muscularis,Esophagus_Muscularis,0.308684825
GTEX-QEG5-1326-SM-4R1JS,Esophagus_Muscularis,Esophagus_Muscularis,0.317364059
GTEX-13FHO-1826-SM-5K7Y6,Esophagus_Muscularis,Esophagus_Muscularis,0.319170581
GTEX-148VI-1126-SM-5S2QW,Esophagus_Muscularis,Esophagus_Muscularis,0.337760193
GTEX-V1D1-1126-SM-4JBHT,Esophagus_Muscularis,Esophagus_Muscularis,0.343284282
GTEX-1B933-1926-SM-73KUN,Esophagus_Muscularis,Esophagus_Muscularis,0.346914874
GTEX-XUZC-0326-SM-4BOO8,Esophagus_Muscularis,Esophagus_Muscularis,0.360747264
GTEX-ZPIC-1626-SM-57WEB,Esophagus_Muscularis,Esophagus_Muscularis,0.363399025
GTEX-13113-1026-SM-5LZWM,Esophagus_Muscularis,Esophagus_Muscularis,0.365663024
GTEX-18A6Q-1326-SM-7LG62,Esophagus_Muscularis,Esophagus_Muscularis,0.3687954
GTEX-15RIF-0926-SM-7KUKP,Esophagus_Muscularis,Esophagus_Muscularis,0.369391053
GTEX-11ZTT-0926-SM-5EQMS,Esophagus_Muscularis,Esophagus_Muscularis,0.369417065
GTEX-YECK-1726-SM-5IFI3,Esophagus_Muscularis,Esophagus_Muscularis,0.375106579
GTEX-1A3MV-1526-SM-731BO,Esophagus_Muscularis,Esophagus_Muscularis,0.376056352
GTEX-R53T-1026-SM-48FCO,Esophagus_Muscularis,Esophagus_Muscularis,0.385698913
GTEX-Q734-0826-SM-48U1G,Esophagus_Muscularis,Esophagus_Muscularis,0.392187799
GTEX-1AX8Z-1926-SM-72D7B,Esophagus_Muscularis,Esophagus_Muscularis,0.394770138
GTEX-ZYY3-1626-SM-5EGJF,Esophagus_Muscularis,Esophagus_Muscularis,0.397851426
GTEX-17HHY-1726-SM-7EWD7,Esophagus_Muscularis,Esophagus_Muscularis,0.400941252
GTEX-13QJ3-1826-SM-5S2PT,Esophagus_Muscularis,Esophagus_Muscularis,0.402151095
GTEX-X3Y1-1226-SM-4PQZ8,Esophagus_Muscularis,Esophagus_Muscularis,0.403473542
GTEX-13YAN-2026-SM-5Q5EY,Esophagus_Muscularis,Esophagus_Muscularis,0.405715944
GTEX-133LE-0726-SM-5P9IZ,Esophagus_Muscularis,Esophagus_Muscularis,0.411832181
GTEX-SNMC-0426-SM-4DM5Y,Esophagus_Muscularis,Esophagus_Muscularis,0.414980217
GTEX-RUSQ-0926-SM-47JWU,Esophagus_Muscularis,Esophagus_Muscularis,0.417325956
GTEX-13X6J-1626-SM-5Q5CV,Esophagus_Muscularis,Esophagus_Muscularis,0.417693043
GTEX-17F98-1926-SM-7DHLW,Esophagus_Muscularis,Esophagus_Muscularis,0.418206347
GTEX-117YW-2026-SM-5N9BH,Esophagus_Muscularis,Esophagus_Muscularis,0.418761441
GTEX-111CU-0626-SM-5EGHL,Esophagus_Muscularis,Esophagus_Muscularis,0.420912657
GTEX-X8HC-1526-SM-46MWD,Esophagus_Muscularis,Esophagus_Muscularis,0.422905867
GTEX-11P81-0926-SM-59874,Esophagus_Muscularis,Esophagus_Muscularis,0.423776067
GTEX-11NSD-1226-SM-5986Q,Esophagus_Muscularis,Esophagus_Muscularis,0.424772407
GTEX-15CHC-1426-SM-5ZZVQ,Esophagus_Muscularis,Esophagus_Muscularis,0.424774755
GTEX-1399R-0726-SM-5KM2A,Esophagus_Muscularis,Esophagus_Muscularis,0.426296601
GTEX-Y8E4-1826-SM-4VBPV,Esophagus_Muscularis,Esophagus_Muscularis,0.42642807
GTEX-17F9Y-1826-SM-7IGMI,Esophagus_Muscularis,Esophagus_Muscularis,0.426746245
GTEX-17F9E-2126-SM-7DUFG,Esophagus_Muscularis,Esophagus_Muscularis,0.426950025
GTEX-ZVZP-1426-SM-5NQ7R,Esophagus_Muscularis,Esophagus_Muscularis,0.427088522
GTEX-ZYVF-2326-SM-5E44Z,Esophagus_Muscularis,Esophagus_Muscularis,0.427731391
GTEX-13G51-1026-SM-5K7YQ,Esophagus_Muscularis,Esophagus_Muscularis,0.428346354
GTEX-RNOR-1326-SM-48FDE,Esophagus_Muscularis,Esophagus_Muscularis,0.428994281
GTEX-WFG7-1026-SM-4LMK8,Esophagus_Muscularis,Esophagus_Muscularis,0.43185494
GTEX-U4B1-0926-SM-4DXUV,Esophagus_Muscularis,Esophagus_Muscularis,0.431867607
GTEX-T2IS-0926-SM-4DM5B,Esophagus_Muscularis,Esophagus_Muscularis,0.432146375
GTEX-13NYB-0826-SM-5MR4V,Esophagus_Muscularis,Esophagus_Muscularis,0.432503736
GTEX-11OF3-2226-SM-5986F,Esophagus_Muscularis,Esophagus_Muscularis,0.432832391
GTEX-11LCK-1626-SM-5PNYB,Esophagus_Muscularis,Esophagus_Muscularis,0.43370212
GTEX-1AMEY-0326-SM-72D5T,Esophagus_Muscularis,Esophagus_Muscularis,0.433738653
GTEX-1B97I-1026-SM-73KVC,Esophagus_Muscularis,Esophagus_Muscularis,0.43391104
GTEX-14PKV-1526-SM-664O2,Esophagus_Muscularis,Esophagus_Muscularis,0.434241719
GTEX-ZT9W-1226-SM-57WE4,Esophagus_Muscularis,Esophagus_Muscularis,0.434459473
GTEX-ZTPG-1526-SM-51MTF,Esophagus_Muscularis,Esophagus_Muscularis,0.436069484
GTEX-11O72-1926-SM-5PNW1,Esophagus_Muscularis,Esophagus_Muscularis,0.43702102
GTEX-WK11-1126-SM-4OOSJ,Esophagus_Muscularis,Esophagus_Muscularis,0.43749821
GTEX-U3ZN-1826-SM-4DXUY,Esophagus_Muscularis,Esophagus_Muscularis,0.437568254
GTEX-14BMV-1426-SM-5S2WA,Esophagus_Muscularis,Esophagus_Muscularis,0.437979341
GTEX-U3ZM-0626-SM-4DXTV,Esophagus_Muscularis,Esophagus_Muscularis,0.438395318
GTEX-11GSP-1726-SM-5A5LI,Esophagus_Muscularis,Esophagus_Muscularis,0.438668243
GTEX-14E7W-1826-SM-69LQ1,Esophagus_Muscularis,Esophagus_Muscularis,0.438915691
GTEX-13SLX-1926-SM-5ZZUR,Esophagus_Muscularis,Esophagus_Muscularis,0.439941506
GTEX-15SHV-1126-SM-6PALO,Esophagus_Muscularis,Esophagus_Muscularis,0.44202568
GTEX-13FH7-0726-SM-5J2NK,Esophagus_Muscularis,Esophagus_Muscularis,0.443958632
GTEX-T6MN-1526-SM-4DM5P,Esophagus_Muscularis,Esophagus_Muscularis,0.447046637
GTEX-12WSJ-0726-SM-5GCN6,Esophagus_Muscularis,Esophagus_Muscularis,0.447289894
GTEX-13QBU-0926-SM-5K7WQ,Esophagus_Muscularis,Esophagus_Muscularis,0.448121516
GTEX-XUW1-1526-SM-4BOOY,Esophagus_Muscularis,Esophagus_Muscularis,0.448239628
GTEX-1B97J-0926-SM-79ONU,Esophagus_Muscularis,Esophagus_Muscularis,0.448317675
GTEX-145LT-1226-SM-5Q5BZ,Esophagus_Muscularis,Esophagus_Muscularis,0.449877966
GTEX-15UF6-2426-SM-7KUME,Esophagus_Muscularis,Esophagus_Muscularis,0.450401646
GTEX-17HGU-1526-SM-7EWE4,Esophagus_Muscularis,Esophagus_Muscularis,0.450529829
GTEX-ZPU1-1326-SM-57WE1,Esophagus_Muscularis,Esophagus_Muscularis,0.450612004
GTEX-16NPV-1526-SM-7KUL6,Esophagus_Muscularis,Esophagus_Muscularis,0.450623835
GTEX-ZYFC-1726-SM-5GZYX,Esophagus_Muscularis,Esophagus_Muscularis,0.450931673
GTEX-ZLV1-0626-SM-4WWF6,Esophagus_Muscularis,Esophagus_Muscularis,0.451620294
GTEX-13FLV-1226-SM-5IJBZ,Esophagus_Muscularis,Esophagus_Muscularis,0.452205437
GTEX-14BIN-2626-SM-5YY8U,Esophagus_Muscularis,Esophagus_Muscularis,0.452265233
GTEX-183FY-1326-SM-7DHLL,Esophagus_Muscularis,Esophagus_Muscularis,0.453053208
GTEX-XQ3S-1226-SM-4BOPP,Esophagus_Muscularis,Esophagus_Muscularis,0.45398069
GTEX-ZTX8-0326-SM-59HLA,Esophagus_Muscularis,Esophagus_Muscularis,0.454670958
GTEX-11ZUS-0926-SM-5FQSY,Esophagus_Muscularis,Esophagus_Muscularis,0.455447692
GTEX-W5WG-1526-SM-4LMIG,Esophagus_Muscularis,Esophagus_Muscularis,0.45596156
GTEX-15EU6-1526-SM-7KUGA,Esophagus_Muscularis,Esophagus_Muscularis,0.456026025
GTEX-WZTO-1526-SM-4PQYQ,Esophagus_Muscularis,Esophagus_Muscularis,0.45634746
GTEX-16AAH-0926-SM-7939B,Esophagus_Muscularis,Esophagus_Muscularis,0.456743349
GTEX-132AR-2326-SM-5IJDY,Esophagus_Muscularis,Esophagus_Muscularis,0.457156115
GTEX-15DCZ-2526-SM-69LOC,Esophagus_Muscularis,Esophagus_Muscularis,0.457266785
GTEX-14PJM-1626-SM-6LLHL,Esophagus_Muscularis,Esophagus_Muscularis,0.459484203
GTEX-XPVG-1326-SM-4B65P,Esophagus_Muscularis,Esophagus_Muscularis,0.459999737
GTEX-14PKU-0926-SM-69LPS,Esophagus_Muscularis,Esophagus_Muscularis,0.461188993
GTEX-18A67-2126-SM-7LT9Y,Esophagus_Muscularis,Esophagus_Muscularis,0.461255564
GTEX-13FHP-1626-SM-5N9FK,Esophagus_Muscularis,Esophagus_Muscularis,0.461536636
GTEX-13PL7-0326-SM-5IJEK,Esophagus_Muscularis,Esophagus_Muscularis,0.462007056
GTEX-PWCY-0826-SM-48TCR,Esophagus_Muscularis,Esophagus_Muscularis,0.462042962
GTEX-ZEX8-1326-SM-4WWEW,Esophagus_Muscularis,Esophagus_Muscularis,0.462226353
GTEX-11EQ9-0826-SM-5986Y,Esophagus_Muscularis,Esophagus_Muscularis,0.463106404
GTEX-ZF29-1226-SM-4WKH1,Esophagus_Muscularis,Esophagus_Muscularis,0.463332459
GTEX-11UD2-1226-SM-5EQMI,Esophagus_Muscularis,Esophagus_Muscularis,0.463716027
GTEX-1AX9K-1226-SM-793CN,Esophagus_Muscularis,Esophagus_Muscularis,0.463721658
GTEX-V955-1026-SM-4JBHO,Esophagus_Muscularis,Esophagus_Muscularis,0.463940259
GTEX-WXYG-1126-SM-4ONCH,Esophagus_Muscularis,Esophagus_Muscularis,0.464115518
GTEX-1399T-1426-SM-664M8,Esophagus_Muscularis,Esophagus_Muscularis,0.464373729
GTEX-ZAB4-1226-SM-5CVN5,Esophagus_Muscularis,Esophagus_Muscularis,0.465057124
GTEX-139D8-1426-SM-5IJEX,Esophagus_Muscularis,Esophagus_Muscularis,0.465572088
GTEX-OHPM-0726-SM-3LK7A,Esophagus_Muscularis,Esophagus_Muscularis,0.465752264
GTEX-Q2AG-1226-SM-4GICA,Esophagus_Muscularis,Esophagus_Muscularis,0.466366481
GTEX-RWSA-1326-SM-47JX9,Esophagus_Muscularis,Esophagus_Muscularis,0.466668993
GTEX-18A66-1526-SM-72D6Y,Esophagus_Muscularis,Esophagus_Muscularis,0.467334946
GTEX-ZQUD-0326-SM-4YCEN,Esophagus_Muscularis,Esophagus_Muscularis,0.467430933
GTEX-1C64O-1926-SM-79ONP,Esophagus_Muscularis,Esophagus_Muscularis,0.468746947
GTEX-ZLWG-1226-SM-4WWFS,Esophagus_Muscularis,Esophagus_Muscularis,0.469567718
GTEX-15SHW-1926-SM-7KUKU,Esophagus_Muscularis,Esophagus_Muscularis,0.470460682
GTEX-14PJ3-0826-SM-6AJBR,Esophagus_Muscularis,Esophagus_Muscularis,0.470561798
GTEX-15CHR-0926-SM-7DUFW,Esophagus_Muscularis,Esophagus_Muscularis,0.471065877
GTEX-13O61-1026-SM-5L3F6,Esophagus_Muscularis,Esophagus_Muscularis,0.471516356
GTEX-16NPX-1726-SM-7KULP,Esophagus_Muscularis,Esophagus_Muscularis,0.472326295
GTEX-132QS-1526-SM-5J2MV,Esophagus_Muscularis,Esophagus_Muscularis,0.472751069
GTEX-12ZZY-1526-SM-5LZWF,Esophagus_Muscularis,Esophagus_Muscularis,0.473384417
GTEX-PSDG-1426-SM-48TD1,Esophagus_Muscularis,Esophagus_Muscularis,0.47404426
GTEX-17HHE-0726-SM-7DHL7,Esophagus_Muscularis,Esophagus_Muscularis,0.474147754
GTEX-WFJO-0726-SM-4LVM8,Esophagus_Muscularis,Esophagus_Muscularis,0.474176231
GTEX-15SB6-0826-SM-7KUMK,Esophagus_Muscularis,Esophagus_Muscularis,0.4746544
GTEX-146FQ-1126-SM-5NQBM,Esophagus_Muscularis,Esophagus_Muscularis,0.475679498
GTEX-R55D-1226-SM-48FE9,Esophagus_Muscularis,Esophagus_Muscularis,0.476340769
GTEX-PLZ5-0826-SM-3P5ZW,Esophagus_Muscularis,Esophagus_Muscularis,0.476775048
GTEX-QV44-1026-SM-447CG,Esophagus_Muscularis,Esophagus_Muscularis,0.47698767
GTEX-1AX9J-1926-SM-73KUM,Esophagus_Muscularis,Esophagus_Muscularis,0.477661785
GTEX-12WSD-1926-SM-5GCOV,Esophagus_Muscularis,Esophagus_Muscularis,0.477837187
GTEX-1212Z-2026-SM-5N9EA,Esophagus_Muscularis,Esophagus_Muscularis,0.47799916
GTEX-15ER7-2226-SM-7KFRN,Esophagus_Muscularis,Esophagus_Muscularis,0.478321844
GTEX-YEC4-1126-SM-5CVLW,Esophagus_Muscularis,Esophagus_Muscularis,0.478897457
GTEX-ZVT2-1226-SM-5GU5H,Esophagus_Muscularis,Esophagus_Muscularis,0.480424726
GTEX-13D11-1826-SM-5J2NM,Esophagus_Muscularis,Esophagus_Muscularis,0.480454859
GTEX-145MO-1526-SM-5QGQC,Esophagus_Muscularis,Esophagus_Muscularis,0.4807487
GTEX-13OVG-0926-SM-5J2OJ,Esophagus_Muscularis,Esophagus_Muscularis,0.481078854
GTEX-11DYG-1426-SM-5A5JR,Esophagus_Muscularis,Esophagus_Muscularis,0.482224167
GTEX-SE5C-1326-SM-4BRUH,Esophagus_Muscularis,Esophagus_Muscularis,0.482447884
GTEX-ZP4G-0926-SM-4WWF4,Esophagus_Muscularis,Esophagus_Muscularis,0.482943151
GTEX-ZAB5-1026-SM-5HL91,Esophagus_Muscularis,Esophagus_Muscularis,0.483371157
GTEX-18D9A-0326-SM-7LT8L,Esophagus_Muscularis,Esophagus_Muscularis,0.483438863
GTEX-ZYW4-1426-SM-5SIAX,Esophagus_Muscularis,Esophagus_Muscularis,0.483453176
GTEX-XYKS-1126-SM-4BRWP,Esophagus_Muscularis,Esophagus_Muscularis,0.48368305
GTEX-ZPCL-1226-SM-4WWFF,Esophagus_Muscularis,Esophagus_Muscularis,0.484262887
GTEX-UJHI-0926-SM-4IHKF,Esophagus_Muscularis,Esophagus_Muscularis,0.48427636
GTEX-U3ZH-1126-SM-4DXUG,Esophagus_Muscularis,Esophagus_Muscularis,0.48467756
GTEX-NFK9-1226-SM-3LK79,Esophagus_Muscularis,Esophagus_Muscularis,0.484840274
GTEX-WFON-0926-SM-4LVMK,Esophagus_Muscularis,Esophagus_Muscularis,0.485605746
GTEX-OXRK-1426-SM-3NB19,Esophagus_Muscularis,Esophagus_Muscularis,0.48606481
GTEX-15ETS-2026-SM-6AJBC,Esophagus_Muscularis,Esophagus_Muscularis,0.486322165
GTEX-13OVI-2526-SM-5KM4V,Esophagus_Muscularis,Esophagus_Muscularis,0.486698945
GTEX-12WSN-5016-SM-7DUGY,Esophagus_Muscularis,Esophagus_Muscularis,0.487934977
GTEX-ZGAY-1226-SM-4YCF4,Esophagus_Muscularis,Esophagus_Muscularis,0.48804598
GTEX-11XUK-0726-SM-5EQMX,Esophagus_Muscularis,Esophagus_Muscularis,0.488399422
GTEX-1B8KE-1626-SM-793CK,Esophagus_Muscularis,Esophagus_Muscularis,0.489007559
GTEX-1A8FM-1426-SM-7IGPD,Esophagus_Muscularis,Esophagus_Muscularis,0.489266403
GTEX-11VI4-0626-SM-5EQLO,Esophagus_Muscularis,Esophagus_Muscularis,0.489282661
GTEX-15DZA-0526-SM-6LPKE,Esophagus_Muscularis,Esophagus_Muscularis,0.48962095
GTEX-POMQ-0626-SM-3P61E,Esophagus_Muscularis,Esophagus_Muscularis,0.490336144
GTEX-146FR-0526-SM-5Q5EX,Esophagus_Muscularis,Esophagus_Muscularis,0.490716735
GTEX-11EM3-0726-SM-5GZZM,Esophagus_Muscularis,Esophagus_Muscularis,0.490859145
GTEX-1497J-2526-SM-5TDCE,Esophagus_Muscularis,Esophagus_Muscularis,0.492086891
GTEX-PX3G-0726-SM-48TZT,Esophagus_Muscularis,Esophagus_Muscularis,0.492118441
GTEX-1CB4E-1126-SM-79OOM,Esophagus_Muscularis,Esophagus_Muscularis,0.493058984
GTEX-14E6E-0626-SM-73KX6,Esophagus_Muscularis,Esophagus_Muscularis,0.493083559
GTEX-S4Q7-0526-SM-4AD5N,Esophagus_Muscularis,Esophagus_Muscularis,0.493155991
GTEX-14PN3-1126-SM-69LOR,Esophagus_Muscularis,Esophagus_Muscularis,0.49315812
GTEX-OIZI-1326-SM-3NB1B,Esophagus_Muscularis,Esophagus_Muscularis,0.494227436
GTEX-ZY6K-0526-SM-5GZY9,Esophagus_Muscularis,Esophagus_Muscularis,0.494343928
GTEX-14H4A-1726-SM-5ZZUV,Esophagus_Muscularis,Esophagus_Muscularis,0.495307932
GTEX-XBEW-1426-SM-4AT4J,Esophagus_Muscularis,Esophagus_Muscularis,0.495430385
GTEX-T5JW-1426-SM-4DM5Q,Esophagus_Muscularis,Esophagus_Muscularis,0.49572946
GTEX-14XAO-1426-SM-6EU2C,Esophagus_Muscularis,Esophagus_Muscularis,0.496836747
GTEX-Y8LW-0626-SM-4VDS8,Esophagus_Muscularis,Esophagus_Muscularis,0.496860997
GTEX-15SDE-0726-SM-6M48Q,Esophagus_Muscularis,Esophagus_Muscularis,0.497130364
GTEX-UPK5-1326-SM-4IHLE,Esophagus_Muscularis,Esophagus_Muscularis,0.498136001
GTEX-17KNJ-1226-SM-7LT9M,Esophagus_Muscularis,Esophagus_Muscularis,0.499059404
GTEX-11P7K-1226-SM-5HL4X,Esophagus_Muscularis,Esophagus_Muscularis,0.499568279
GTEX-T6MO-0626-SM-4DM6P,Esophagus_Muscularis,Esophagus_Muscularis,0.499984218
GTEX-Y3IK-1226-SM-4WWEK,Esophagus_Muscularis,Esophagus_Muscularis,0.500189986
GTEX-Y9LG-0826-SM-5ZZVG,Esophagus_Muscularis,Esophagus_Muscularis,0.500300006
GTEX-14ICL-0626-SM-5ZZUO,Esophagus_Muscularis,Esophagus_Muscularis,0.500921016
GTEX-16NGA-1326-SM-718AH,Esophagus_Muscularis,Esophagus_Muscularis,0.501030639
GTEX-WHPG-1226-SM-4M1ZI,Esophagus_Muscularis,Esophagus_Muscularis,0.501228081
GTEX-1AX9I-1526-SM-72D53,Esophagus_Muscularis,Esophagus_Muscularis,0.501314923
GTEX-131XF-0926-SM-5BC69,Esophagus_Muscularis,Esophagus_Muscularis,0.501413954
GTEX-U8XE-1826-SM-4E3HV,Esophagus_Muscularis,Esophagus_Muscularis,0.501444067
GTEX-145ME-5007-SM-7DHN8,Esophagus_Muscularis,Esophagus_Muscularis,0.501885258
GTEX-WY7C-1326-SM-4ONCX,Esophagus_Muscularis,Esophagus_Muscularis,0.503414273
GTEX-11P82-0626-SM-5PNYK,Esophagus_Muscularis,Esophagus_Muscularis,0.503575514
GTEX-17EUY-1326-SM-7DHKZ,Esophagus_Muscularis,Esophagus_Muscularis,0.503581208
GTEX-14E1K-1126-SM-73KV4,Esophagus_Muscularis,Esophagus_Muscularis,0.504088135
GTEX-WEY5-1026-SM-4LMK9,Esophagus_Muscularis,Esophagus_Muscularis,0.504711481
GTEX-YEC3-1926-SM-4WWF5,Esophagus_Muscularis,Esophagus_Muscularis,0.504959478
GTEX-QCQG-0726-SM-48U1Z,Esophagus_Muscularis,Esophagus_Muscularis,0.506154231
GTEX-13FTW-1526-SM-5LZXC,Esophagus_Muscularis,Esophagus_Muscularis,0.506779118
GTEX-139T6-0726-SM-5PNVK,Esophagus_Muscularis,Esophagus_Muscularis,0.506829923
GTEX-15EOM-1926-SM-69LQ2,Esophagus_Muscularis,Esophagus_Muscularis,0.507188627
GTEX-14PHY-0726-SM-5YY8X,Esophagus_Muscularis,Esophagus_Muscularis,0.507343271
GTEX-WHWD-1026-SM-4OORZ,Esophagus_Muscularis,Esophagus_Muscularis,0.507959743
GTEX-PWN1-0726-SM-48TDR,Esophagus_Muscularis,Esophagus_Muscularis,0.508785251
GTEX-XV7Q-1026-SM-4BRVR,Esophagus_Muscularis,Esophagus_Muscularis,0.509274097
GTEX-TML8-1426-SM-4DXUT,Esophagus_Muscularis,Esophagus_Muscularis,0.509664947
GTEX-WH7G-1026-SM-4LVML,Esophagus_Muscularis,Esophagus_Muscularis,0.510241118
GTEX-1CB4F-1426-SM-793DA,Esophagus_Muscularis,Esophagus_Muscularis,0.510730238
GTEX-139TU-1326-SM-5LZXW,Esophagus_Muscularis,Esophagus_Muscularis,0.510965591
GTEX-13OW8-2226-SM-5K7Z4,Esophagus_Muscularis,Esophagus_Muscularis,0.512992634
GTEX-13OVL-1926-SM-5KM14,Esophagus_Muscularis,Esophagus_Muscularis,0.513919097
GTEX-XXEK-0426-SM-4BRVW,Esophagus_Muscularis,Esophagus_Muscularis,0.514258531
GTEX-ZZ64-0326-SM-5E45S,Esophagus_Muscularis,Esophagus_Muscularis,0.514265659
GTEX-PLZ6-0626-SM-3P61B,Esophagus_Muscularis,Esophagus_Muscularis,0.514566587
GTEX-VJYA-0626-SM-4KL1S,Esophagus_Muscularis,Esophagus_Muscularis,0.514728504
GTEX-OIZG-0926-SM-3LK5Y,Esophagus_Muscularis,Esophagus_Muscularis,0.514829706
GTEX-WOFM-0526-SM-4OOS2,Esophagus_Muscularis,Esophagus_Muscularis,0.516123449
GTEX-11I78-1426-SM-5PNVY,Esophagus_Muscularis,Esophagus_Muscularis,0.516622343
GTEX-RM2N-0626-SM-48FD6,Esophagus_Muscularis,Esophagus_Muscularis,0.517161195
GTEX-UJMC-1026-SM-4IHKN,Esophagus_Muscularis,Esophagus_Muscularis,0.517409532
GTEX-16BQI-1626-SM-7KULR,Esophagus_Muscularis,Esophagus_Muscularis,0.517432898
GTEX-15UKP-2026-SM-6LPIC,Esophagus_Muscularis,Esophagus_Muscularis,0.517874761
GTEX-YFCO-0526-SM-4W1ZJ,Esophagus_Muscularis,Esophagus_Muscularis,0.519339606
GTEX-1B8KZ-0826-SM-73KYB,Esophagus_Muscularis,Esophagus_Muscularis,0.520635602
GTEX-WYJK-2026-SM-4ONDE,Esophagus_Muscularis,Esophagus_Muscularis,0.52214363
GTEX-14PK6-1126-SM-5YY93,Esophagus_Muscularis,Esophagus_Muscularis,0.522143663
GTEX-ZXES-1226-SM-5NQ8G,Esophagus_Muscularis,Esophagus_Muscularis,0.522206862
GTEX-Z9EW-0626-SM-5HL95,Esophagus_Muscularis,Esophagus_Muscularis,0.522222224
GTEX-P78B-1126-SM-3P615,Esophagus_Muscularis,Esophagus_Muscularis,0.522238773
GTEX-1C475-0726-SM-73KVL,Esophagus_Muscularis,Esophagus_Muscularis,0.522511906
GTEX-146FH-1626-SM-5NQ9H,Esophagus_Muscularis,Esophagus_Muscularis,0.522626285
GTEX-15FZZ-1126-SM-6AJBG,Esophagus_Muscularis,Esophagus_Muscularis,0.522771864
GTEX-1B932-2626-SM-73KWR,Esophagus_Muscularis,Esophagus_Muscularis,0.522870227
GTEX-QMRM-0926-SM-447BR,Esophagus_Muscularis,Esophagus_Muscularis,0.523636369
GTEX-1AMFI-0326-SM-731CU,Esophagus_Muscularis,Esophagus_Muscularis,0.524383806
GTEX-14AS3-0726-SM-5S2NY,Esophagus_Muscularis,Esophagus_Muscularis,0.524453192
GTEX-ZTSS-0726-SM-51MSN,Esophagus_Muscularis,Esophagus_Muscularis,0.524908916
GTEX-14PJ6-1126-SM-6AJ9R,Esophagus_Muscularis,Esophagus_Muscularis,0.525019513
GTEX-R55G-0926-SM-48FDN,Esophagus_Muscularis,Esophagus_Muscularis,0.525884075
GTEX-TMMY-1226-SM-4DXT6,Esophagus_Muscularis,Esophagus_Muscularis,0.526103242
GTEX-S7SF-1026-SM-4AD4I,Esophagus_Muscularis,Esophagus_Muscularis,0.527178714
GTEX-Y111-1726-SM-4SOIQ,Esophagus_Muscularis,Esophagus_Muscularis,0.527961896
GTEX-P4PP-0726-SM-3NM9S,Esophagus_Muscularis,Esophagus_Muscularis,0.528271191
GTEX-1399U-1226-SM-5K7XT,Esophagus_Muscularis,Esophagus_Muscularis,0.528489082
GTEX-RU1J-0426-SM-46MUK,Esophagus_Muscularis,Esophagus_Muscularis,0.528915078
GTEX-14PJ2-2726-SM-5ZZVZ,Esophagus_Muscularis,Esophagus_Muscularis,0.530369422
GTEX-14B4R-0426-SM-5Q5EI,Esophagus_Muscularis,Esophagus_Muscularis,0.530384506
GTEX-1211K-1026-SM-5EQ4B,Esophagus_Muscularis,Esophagus_Muscularis,0.530549176
GTEX-OXRL-0726-SM-3NM9A,Esophagus_Muscularis,Esophagus_Muscularis,0.532235112
GTEX-X5EB-1426-SM-46MVW,Esophagus_Muscularis,Esophagus_Muscularis,0.532364887
GTEX-S4P3-0526-SM-4AD58,Esophagus_Muscularis,Esophagus_Muscularis,0.534514161
GTEX-18D9U-1726-SM-7LTA5,Esophagus_Muscularis,Esophagus_Muscularis,0.534935682
GTEX-145LV-1426-SM-5Q5BV,Esophagus_Muscularis,Esophagus_Muscularis,0.535879129
GTEX-WFG8-1026-SM-4LVMZ,Esophagus_Muscularis,Esophagus_Muscularis,0.536739628
GTEX-1AYCT-1526-SM-73KWC,Esophagus_Muscularis,Esophagus_Muscularis,0.536774517
GTEX-11GS4-1426-SM-5N9D2,Esophagus_Muscularis,Esophagus_Muscularis,0.537148068
GTEX-TKQ1-0426-SM-4DXT4,Esophagus_Muscularis,Esophagus_Muscularis,0.538307372
GTEX-S32W-1026-SM-4AD5W,Esophagus_Muscularis,Esophagus_Muscularis,0.538335514
GTEX-1122O-1626-SM-5N9CX,Esophagus_Muscularis,Esophagus_Muscularis,0.538879416
GTEX-P4QT-0726-SM-3NMCM,Esophagus_Muscularis,Esophagus_Muscularis,0.539518397
